	Note ESG
Entidad Pública Empresarial ADIF-Alta Velocidad	4.3
Evergreen Aviation Technologies Corp.	24.3
Flughafen Zürich AG	19.0
FNM SpA	6.3
Fraport AG Frankfurt Airport Services Worldwide	14.3
Getlink SE	9.4
GMR Airports Ltd.	23.0
GMR Hyderabad International Airport Ltd.	20.5
Greater Toronto Airports Authority	17.0
Grupo Aeroportuario del Centro Norte SAB de CV	20.4
Grupo Aeroportuario del Pacífico SAB de CV	16.4
Grupo Aeroportuario del Sureste SA de CV	17.6
Guangdong Great River Smarter Logistics Co., Ltd.	23.6
Guangdong Provincial Expressway Development Co. Ltd.	14.7
Guangzhou Baiyun International Airport Co., Ltd.	27.4
Gujarat Pipavav Port Ltd.	12.0
Hainan Meilan International Airport Co., Ltd.	26.1
Halifax International Airport Authority	21.6
Hamburger Hafen und Logistik AG	19.4
Hamburger Hochbahn AG	20.9
Heathrow Airport Holdings Ltd.	18.3
Holding d'Infrastructures de Transport SAS	9.8
HS1 Ltd.	23.3
Huaihe Energy (Group) Co., Ltd.	25.1
Hutchison Port Holdings Trust	11.3
International Container Terminal Services, Inc.	16.0
ITR Concession Co. LLC	12.3
Japan Airport Terminal Co., Ltd.	25.0
Japan Railway Construction, Transport & Technology Agency	13.2
Jiangsu Expressway Co. Ltd.	12.7
Jiangsu Lianyungang Port Co., Ltd.	20.1
JSW Infrastructure Ltd.	12.3
Kamigumi Co., Ltd.	17.3
LCR Finance Plc	13.8
Liaoning Port Co., Ltd.	18.5
Limak Iskenderun Uluslararasi Liman Isletmeciligi AS	16.3
London & Continental Railways Ltd.	13.1
Malaysia Airports Holdings Bhd.	22.5
Manchester Airports Holdings Ltd.	17.1
Mersin Uluslararasi Liman Isletmeciligi AS	12.9
Metropolitan Expressway Co. Ltd.	10.8
Montreal Port Authority	16.2
NATS (En Route) Plc	13.8
NAV CANADA	17.0
New Kansai International Airport Co., Ltd.	19.1
Ningbo Zhoushan Port Co., Ltd.	19.7
Ocean Wilsons Holdings Ltd.	19.8
Ottawa Macdonald Cartier International Airport Authority	21.8
Piraeus Port Authority SA	13.5
Port of Tauranga Ltd.	16.8
Promotora y Operadora de Infraestructura SA	17.9
PT Astrindo Nusantara Infrastruktur Tbk	19.0
PT Jasa Marga (Persero) Tbk	10.7
PT Pelabuhan Indonesia (Persero)	13.2
Qingdao Port International Co., Ltd.	20.4
Qinhuangdao Port Co., Ltd.	22.0
Qube Holdings Ltd.	14.0
Railcare Group AB	12.5
Royal Schiphol Group NV	16.1
Rutas del Este SA	7.0
Salik Co. PJSC	15.0
Santos Brasil Participações SA	15.4
Saudi Ground Services Co.	27.1
Saudi Public Transport Co.	27.1
SEBANG Co., Ltd.	16.2
SGTP Highway Bypass LP	13.8
Shandong Hi-speed Co., Ltd.	15.4
Shanghai International Airport Co., Ltd.	26.1
Shanghai International Port (Group) Co., Ltd.	20.2
Shenzhen Airport Co., Ltd.	27.9
Shenzhen Expressway Corp. Ltd.	13.5
Shenzhen International Holdings Ltd.	14.0
Shenzhen Yan Tian Port Holdings Co., Ltd.	21.7
SIA Engineering Co. Ltd.	18.5
Sichuan Expressway Co. Ltd.	14.5
SNCF Réseau SA	11.8
Sociedad Matriz SAAM SA	16.3
Sydney Airport Ltd.	11.1
Tangshan Port Group Co., Ltd.	18.1
TAV Havalimanlari Holding AS	20.4
The Calgary Airport Authority	22.6
Tianjin Port Holdings Co., Ltd.	25.8
Transurban Group Ltd.	6.5
Triton Container International Ltd.	21.5
Vancouver Airport Authority	17.8
VINCI Airports SAS	15.2
West Nippon Expressway Co. Ltd.	10.7
Westports Holdings Bhd.	8.5
Westshore Terminals Investment Corp.	17.7
Wilson Sons Holdings Brasil SA	17.0
Winnipeg Airports Authority, Inc.	22.2
WSO Finance Pty Ltd.	13.8
Xiamen International Airport Co., Ltd.	27.4
Xiamen Xiangyu Co., Ltd.	27.3
Yuexiu Transport Infrastructure Ltd.	13.7
Zhejiang Expressway Co., Ltd.	15.5
Zhejiang Seaport International Co., Ltd.	18.2
