	Note ESG
Chin-Poon Industrial Co., Ltd.	16.4
China Greatwall Technology Group Co., Ltd.	22.3
China Railway Signal & Communication Corp. Ltd.	24.8
China Zhenhua (Group) Science & Technology Co., Ltd.	27.5
Chiyoda Integre Co., Ltd.	12.7
Chroma Ate, Inc.	12.9
Chunghwa Precision Test Tech Co., Ltd.	19.9
Cicor Technologies Ltd.	15.4
Ciena Corp.	14.5
Cisco Systems, Inc.	12.9
Citizen Watch Co., Ltd.	11.6
Clearfield, Inc.	19.4
Clevo Co.	20.3
Climb Global Solutions, Inc.	13.1
CMC Magnetics Corp.	20.9
CMK Corp.	23.1
Co-Tech Development Corp.	20.6
Codan Ltd.	10.1
Cognex Corp.	9.9
Coherent Corp.	17.5
Comba Telecom Systems Holdings Ltd.	20.6
COMET Holding AG	9.9
CommScope Holding Co., Inc.	21.2
Compal Electronics, Inc.	12.4
Compeq Manufacturing Co., Ltd.	23.5
Comtech Telecommunications Corp.	22.7
Concejo AB	18.6
Coretronic Corp.	12.3
Corning, Inc.	17.5
Corsair Gaming, Inc.	25.2
Cosmo AM&T Co., Ltd.	20.2
Cowell e Holdings Inc.	28.3
CPI Card Group, Inc.	19.4
CTS Corp.	12.8
CyberPower Systems, Inc.	17.4
CyberTAN Technology, Inc.	20.3
D-Link Corp.	11.4
DAEDUCK Co., Ltd.	24.0
Daeduck Electronics Co., Ltd.	24.3
Daiwabo Holdings Co., Ltd.	11.7
Daktronics, Inc.	17.6
Daou Data Corp.	16.1
Darfon Electronics Corp.	17.2
Datalogic SpA	15.9
Datatec Ltd.	13.3
DBG Technology Co., Ltd.	13.2
Dell Technologies, Inc.	15.9
Delta Electronics, Inc.	13.4
Desktop Metal, Inc.	23.1
Dexerials Corp.	17.5
Dicker Data Ltd.	13.0
Diebold Nixdorf, Inc.	17.4
Digi International, Inc.	17.7
Digital China Holdings Ltd.	15.4
discoverIE Group Plc	8.9
DKK Co., Ltd.	31.1
DONGWON SYSTEMS Corp.	17.8
Doro AB	13.7
Dreamtech Co., Ltd.	21.8
Duk San Neolux Co., Ltd.	24.2
Dynamic Holding Co., Ltd.	20.9
DZS, Inc.	22.1
E Ink Holdings, Inc.	17.5
Eastern Communications Co., Ltd.	24.1
Eastman Kodak Co.	22.4
EchoStar Corp.	27.8
Egis Technology, Inc.	16.5
EIZO Corp.	15.7
Elecom Co., Ltd.	17.0
Electric Connector Technology Co., Ltd.	27.1
Elematec Corp.	13.5
Elite Advanced Laser Corp.	23.5
Elite Material Co., Ltd.	20.2
Elitegroup Computer Systems Co., Ltd.	19.5
EM-Tech. Co., Ltd.	28.7
EMC Corp.	10.2
Ennoconn Corp.	28.6
Enplas Corp.	24.9
EOFlow Co., Ltd.	26.8
Eoptolink Technology Inc., Ltd.	25.0
Ependion AB	14.4
Eroad Ltd.	13.8
Espec Corp.	16.3
Esprinet SpA	7.5
Everdisplay Optronics (Shanghai) Co., Ltd.	30.1
Evertz Technologies Ltd.	17.9
Evolv Technologies Holdings, Inc.	16.4
EVS Broadcast Equipment SA	19.5
Extreme Networks, Inc.	16.5
Fabrinet	7.7
FARO Technologies, Inc.	15.7
Fiberhome Telecommunication Technologies Co., Ltd.	25.3
Fibocom Wireless, Inc.	21.1
FIH Mobile Ltd.	15.3
Firich Enterprises Co., Ltd.	16.9
FIT Hon Teng Ltd.	22.6
Flex Ltd.	7.6
Flexium Interconnect, Inc.	19.0
Flytech Technology Co., Ltd.	11.7
Forth Corp. Public Co. Ltd.	18.6
Foshan NationStar Optoelectronics Co., Ltd.	27.5
Foxconn Industrial Internet Co., Ltd.	13.9
Foxconn Technology Co., Ltd.	20.6
FPT Corp.	13.7
Fujian Star-Net Communication Co., Ltd.	32.0
Furuno Electric Co., Ltd.	17.6
GemTek Technology Co., Ltd.	21.9
General Interface Solution (GIS) Holding Ltd.	17.1
GeniuS Electronic Optical Co., Ltd.	26.6
Getac Holdings Corp.	17.6
Gigabyte Technology Co., Ltd.	17.8
Gigastorage Corp.	26.2
Girisim Elektrik Sanayi Taahhüt ve Ticaret AS	19.9
Global Brands Manufacture Ltd.	11.9
GN Store Nord A/S	10.6
Gold Circuit Electronics Ltd.	16.0
Goldenmax International Group Ltd.	25.0
Gosuncn Technology Group Co., Ltd.	24.9
GRG Banking Equipment Co., Ltd.	24.7
Guangdong Fenghua Advanced Technology (Holding) Co., Ltd.	28.9
Guangdong Shenglu Telecommunication Tech Co., Ltd.	25.4
Guangzhou Haige Communications Group Inc. Co.	24.8
Guangzhou Shiyuan Electronic Technology Co. Ltd.	21.7
Hakuto Co., Ltd.	14.2
Halma Plc	9.4
Hamamatsu Photonics KK	19.5
Hana Microelectronics Public Co., Ltd.	8.8
HannStar Board Corp.	23.9
Hannstar Display Corp.	8.1
HannsTouch Solution, Inc.	25.8
Hansol Technics Co., Ltd.	22.6
HANZA AB	14.3
Harmonic, Inc.	16.9
Hengbao Co., Ltd.	17.5
Hengtong Optic-Electric Co., Ltd.	23.4
Hewlett Packard Enterprise Co.	11.5
Hexagon AB	14.2
Hexatronic Group AB	19.8
Hioki E.E. Corp.	14.2
HIROSE ELECTRIC CO., LTD.	21.8
Hitachi Energy India Ltd.	12.2
HMS Networks AB	6.5
Hochiki Corp.	15.9
Holitech Technology Co. Ltd.	29.6
HollySys Automation Technologies Ltd.	15.1
Holy Stone Enterprise Co., Ltd.	24.4
Hon Hai Precision Industry Co., Ltd.	10.6
Hongli Zhihui Group Co., Ltd.	27.5
Horiba Ltd.	15.2
Hosiden Corp.	21.7
HP, Inc.	10.6
HPSP Co., Ltd.	18.8
HTC Corp.	21.2
Hubei Feilihua Quartz Glass Co., Ltd.	25.2
Hunan Aihua Group Co., Ltd.	25.4
Hunan Zhongke Electric Co. Ltd.	19.3
Hytera Communications Corp. Ltd.	31.2
I-PEX, Inc.	26.4
IBASE Technology, Inc.	18.4
IBIDEN Co., Ltd.	15.9
ICHIA Technologies, Inc.	19.7
Icom, Inc.	23.6
IEI Integration Corp.	19.0
IEIT Systems Co., Ltd.	17.2
Image Systems AB	18.8
Imdex Ltd.	12.5
Immersion Corp.	23.4
INESA Intelligent Tech, Inc.	31.8
Inficon Holding AG	15.7
Infinera Corp.	17.3
Infortrend Technology, Inc.	23.2
InfoVision Optoelectronics (Kunshan) Co., Ltd.	23.0
Innodisk Corp.	16.6
Innolux Corp.	15.1
Insight Enterprises, Inc.	11.1
Intellian Technologies, Inc.	30.8
INTERFLEX Co. Ltd.	27.6
Intevac, Inc.	19.8
Intops Co., Ltd.	27.4
Inventec Corp.	17.2
INVISIO AB	16.0
IonQ, Inc.	20.0
IPG Photonics Corp.	10.7
Irico Display Devices Co., Ltd.	28.0
IRISO Electronics Co., Ltd.	22.4
ISU Petasys Co., Ltd.	24.9
ITEQ Corp.	17.9
Iteris, Inc.	14.2
Itron, Inc.	12.2
Ituran Location & Control Ltd.	19.2
Jabil, Inc.	9.5
Jade Bird Fire Co., Ltd.	26.0
Jahwa Electronics Co., Ltd.	33.8
Japan Aviation Electronics Industry Ltd.	22.8
Japan Display, Inc.	24.0
Jaymart Group Holdings Public Co., Ltd.	16.0
Jenoptik AG	9.5
Jentech Precision Industrial Co. Ltd.	24.1
JEOL Ltd.	17.2
Jess-Link Products Co., Ltd.	23.7
Jiang Su Etern Co., Ltd.	25.3
Jiangsu Jiejie Microelectronics Co., Ltd.	25.7
Jiangsu Linyang Energy Co., Ltd.	19.1
Jiangxi Lianchuang Optoelectronic Science & Tech Co., Ltd.	27.4
Judges Scientific Plc	12.3
Juniper Networks, Inc.	12.9
Kaga Electronics Co., Ltd.	14.5
Kaimei Electronic Corp.	25.4
Karel Elektronik Sanayi ve Ticaret AS	23.6
KCE Electronics Public Co., Ltd.	22.7
Kehua Data Co., Ltd.	21.7
Kempower Oyj	13.6
KEYENCE Corp.	13.7
Keysight Technologies, Inc.	8.9
KH Vatec Co. Ltd.	27.4
Kimball Electronics, Inc.	4.5
Kitron ASA	8.6
KMW, Inc.	18.1
Knowles Corp.	17.6
Koa Corp.	23.2
Konica Minolta, Inc.	14.6
Kontron AG	21.2
KVH Industries, Inc. (Delaware)	20.0
Kyocera Corp.	19.2
Landis+Gyr Group AG	9.5
Lanner Electronics Inc.	21.2
LARGAN Precision Co., Ltd.	19.4
Legend Holdings Corp.	30.0
LEM Holding SA	13.5
Lenovo Group Ltd.	16.8
Lens Technology Co., Ltd.	26.6
LG Display Co., Ltd.	14.5
LG Innotek Co., Ltd.	14.8
LianChuang Electronic Technology Co., Ltd.	36.6
Lingyi iTech (Guangdong) Co.	24.5
Lite-On Technology Corp.	15.7
Littelfuse, Inc.	17.0
Logitech International SA	8.6
Lotes Co., Ltd.	16.5
Lotte Energy Materials Corp.	29.8
Lumax International Corp. Ltd.	11.3
Lumentum Holdings, Inc.	12.0
Luxshare Precision Industry Co. Ltd.	20.7
MACHVISION, Inc.	17.9
Macnica Holdings, Inc.	14.6
Marketech International Corp.	12.0
Mars Group Holdings Corp.	22.1
MARUWA CO., LTD.	20.7
Maxell Ltd.	23.9
MCJ Co., Ltd.	22.2
MCNEX Co., Ltd.	20.7
MDA Space Ltd.	18.9
Meiko Electronics Co., Ltd.	19.8
Meitu, Inc.	27.1
Melco Holdings, Inc.	23.1
Mesa Laboratories, Inc.	15.4
Methode Electronics, Inc.	8.5
MGI Digital Graphic Technology	24.4
Micro-Star International Co., Ltd.	15.7
MicroVision, Inc.	19.5
Midwich Group Plc	11.0
MilDef Group AB	17.1
Mirion Technologies, Inc.	15.1
MiTAC Holdings Corp.	16.1
MKS Instruments, Inc.	10.1
Motorola Solutions, Inc.	12.4
Murata Manufacturing Co. Ltd.	13.3
Mycronic AB	11.2
Nan Ya Printed Circuit Board Corp	18.5
Nano Dimension Ltd.	25.7
Nantong Jianghai Capacitor Co., Ltd.	27.4
Napco Security Technologies, Inc.	15.8
National Instruments Corp.	5.9
NCR Voyix Corp.	17.6
NEC Corp.	12.1
Nedap NV	10.6
Net Insight AB	23.9
NetApp, Inc.	14.3
NETGEAR, Inc.	14.5
Netweb Technologies India Ltd.	22.4
Newmax Technology Co., Ltd.	31.5
Nex Point Public Co., Ltd.	25.6
NEXTIN, Inc.	19.6
Nextracker, Inc.	15.6
Nichicon Corp.	24.2
Nichidenbo Corp.	17.7
Nidec Chaun-Choung Technology Corp.	25.2
Ninestar Corp.	15.5
Nippon Ceramic Co., Ltd.	25.3
Nippon Chemi-Con Corp.	23.2
Nippon Electric Glass Co., Ltd.	20.9
Nissha Co., Ltd.	17.5
nLIGHT, Inc.	15.0
Nohmi Bosai Ltd.	15.8
Nokia Oyj	11.0
Noritsu Koki Co., Ltd.	24.3
Note AB	9.6
Novanta, Inc.	7.7
OFILM Group Co., Ltd.	31.6
Ohara, Inc.	29.0
Oki Electric Industry Co., Ltd.	15.8
OMRON Corp.	14.2
OPTEX GROUP Co., Ltd.	17.6
Osaki Electric Co., Ltd.	16.7
OSI Systems, Inc.	15.5
Oxford Instruments Plc	11.2
Pan-International Industrial Corp.	22.3
PAR Technology Corp.	18.6
Park Aerospace Corp.	11.7
PARTRON Co., Ltd.	29.7
PAX Global Technology Ltd.	17.2
PC Connection, Inc.	13.9
Pegatron Corp.	16.1
Pegavision Corp.	20.9
Penta Teknoloji Ürünleri Dagitim Ticaret AS	13.9
Pentamaster Corp. Bhd.	16.7
Phenix Optics Co., Ltd.	18.7
Plexus Corp.	11.1
Posiflex Technology, Inc.	25.2
Precise Biometrics AB	17.3
Pricer AB	20.7
Primax Electronics Ltd.	11.3
PT Erajaya Swasembada Tbk	14.7
PT Metrodata Electronics Tbk	24.3
Pure Storage, Inc.	16.4
Qi An Xin Technology Group, Inc.	16.2
Qisda Corp.	15.6
Quadient SA	11.9
Quanta Computer, Inc.	17.6
Quanta Storage, Inc.	20.5
QuantumCTek Co., Ltd.	26.1
Quectel Wireless Solutions Co. Ltd.	24.3
Redington Ltd. (India)	13.6
Renishaw Plc	14.0
RFHIC Corp.	25.6
Ribbon Communications, Inc.	16.0
Richardson Electronics Ltd.	11.7
Ricoh Co., Ltd.	14.3
Riken Keiki Co., Ltd.	13.0
Riso Kagaku Corp.	24.5
Ritek Corp.	20.6
RoboSense Technology Co., Ltd.	21.4
Rogers Corp.	20.5
Roland DG Corp.	20.7
RS Group Plc	4.5
RTX A/S	21.9
Ryosan Co., Ltd.	12.9
Ryoyo Electro Corp.	15.3
SAES Getters SpA	16.3
Samsung Electro-Mechanics Co., Ltd.	15.5
Samsung Electronics Co., Ltd.	15.0
Samsung SDI Co., Ltd.	12.3
SAMWHA CAPACITOR Co., Ltd.	26.0
Sangsangin Co., Ltd.	26.2
Sanmina Corp.	14.0
Sanshin Electronics Co., Ltd.	14.7
ScanSource, Inc.	8.8
Scientech Corp.	17.8
Seafire AB	20.1
Seagate Technology Holdings Plc	11.6
SECO SpA	21.4
Seiko Epson Corp.	9.0
Senao Networks, Inc.	19.0
Sensata Technologies Holding Plc	9.1
Sensys Gatso Group AB	15.6
Senzime AB	18.2
SEOJIN SYSTEM Co., Ltd.	25.6
Sercomm Corp.	17.1
SFA Engineering Corp.	21.7
Shanghai BOCHU Electronic Technology Corp. Ltd.	21.8
Shengyi Technology Co., Ltd.	22.4
Shennan Circuits Co., Ltd.	23.1
Shenzhen CECport Technologies Co., Ltd.	15.9
Shenzhen Click Technology Co., Ltd.	27.0
Shenzhen Deren Electronic Co., Ltd.	29.0
Shenzhen Everwin Precision Technology Co., Ltd.	35.2
Shenzhen Fastprint Circuit Tech Co., Ltd.	24.8
Shenzhen FRD Science & Technology Co., Ltd.	27.2
Shenzhen Gongjin Electronics Co., Ltd.	26.1
Shenzhen H&T Intelligent Control Co., Ltd.	28.6
Shenzhen Huaqiang Industry Co., Ltd.	34.2
Shenzhen Kaifa Technology Co., Ltd.	16.2
Shenzhen Kinwong Electronic Co., Ltd.	23.8
Shenzhen Microgate Technology Co., Ltd.	23.7
Shenzhen Sunlord Electronics Co., Ltd.	34.0
Shenzhen Sunway Communication Co., Ltd.	23.9
Shenzhen Topband Co., Ltd.	18.2
Shenzhen Transsion Holding Co., Ltd.	23.5
Shimadzu Corp.	10.9
Shindengen Electric Manufacturing Co. Ltd.	24.1
Shinko Shoji Co., Ltd.	13.5
Shinsung Delta Tech Co., Ltd.	36.5
Sieyuan Electric Co., Ltd.	24.0
SIIX Corp.	11.9
Simplo Technology Co., Ltd.	11.8
SINBON Electronics Co., Ltd.	17.5
Sivers Semiconductors AB	26.2
Skyworth Digital Co., Ltd.	24.2
Spectris Plc	8.6
Speed Tech Corp.	12.0
Spirent Communications Plc	12.8
Star Micronics Co., Ltd.	17.9
Stockwik Förvaltning AB	14.4
Stratasys Ltd.	22.0
Strix Group Plc	19.4
Sumida Corp.	23.0
Sunny Optical Technology (Group) Co., Ltd.	23.7
Suntak Technology Co., Ltd.	25.0
Super Micro Computer, Inc.	20.5
Supreme Electronics Co. Ltd.	12.3
Suzhou Anjie Technology Co., Ltd.	27.4
Suzhou Dongshan Precision Manufacturing Co., Ltd.	30.3
Suzhou TFC Optical Communication Co., Ltd.	22.1
Syncmold Enterprise Corp.	20.8
Synnex Technology International Corp.	10.7
Tachibana Eletech Co., Ltd.	12.9
TAIFLEX Scientific Co., Ltd.	26.3
Taiji Computer Corp. Ltd.	26.7
Taiwan PCB Techvest Co., Ltd.	27.1
Taiwan Surface Mounting Technology Corp.	20.0
Taiwan Union Technology Corp.	20.0
Taiwan-Asia Semiconductor Corp.	18.8
Taiyo Yuden Co., Ltd.	17.1
Tamura Corp.	27.9
TD SYNNEX Corp.	7.8
TDK Corp.	16.5
TE Connectivity Ltd.	11.2
Tejas Networks Ltd.	21.7
Telefonaktiebolaget LM Ericsson	15.8
Telling Telecommunication Holding Co., Ltd.	16.9
Telsys Ltd.	15.7
Terran Orbital Corp.	20.8
Test Research, Inc.	16.2
Thinking Electronic Industrial Co., Ltd.	20.5
TianJin 712 Communication & Broadcasting Co., Ltd.	25.2
Tianma Microelectronics Co., Ltd.	26.7
Tobii AB	20.2
Tokyo Electron Device Ltd.	15.0
Tong Hsing Electronics Industries Ltd.	13.6
TongFu Microelectronics Co., Ltd.	17.7
Topcon Corp.	17.1
Toshiba Tec Corp.	16.7
TOYO Corp.	10.5
TPK Holding Co., Ltd.	18.0
Trimble, Inc.	9.5
Tripod Technology Corp.	14.2
Truly International Holdings Ltd.	28.6
Tsinghua Tongfang Co., Ltd.	34.5
Tt Electronics Plc	23.4
TTM Technologies, Inc.	11.9
Tunghsu Optoelectronic Technology Co., Ltd.	29.0
TXC Corp.	17.7
Ubiquiti, Inc.	20.4
Unilumin Group Co., Ltd.	25.2
Unimicron Technology Corp.	20.1
Unisplendour Corp. Ltd.	26.3
Unitech Printed Circuit Board Corp.	24.7
Universal Display Corp.	7.4
Universal Scientific Industrial (Shanghai) Co., Ltd.	9.7
V Technology Co., Ltd.	20.0
V.S. Industry Bhd.	9.0
Vaisala Oyj	11.0
Venture Corp. Ltd.	11.7
ViaSat, Inc.	18.9
Viavi Solutions, Inc.	23.5
Victory Giant Technology (HuiZhou) Co., Ltd.	26.3
Visco Vision, Inc.	24.2
VisEra Technologies Co., Ltd.	19.3
Vishay Intertechnology, Inc.	20.8
Vishay Precision Group, Inc.	15.1
Visionox Technology, Inc.	28.7
Vivotek Inc.	12.1
Vontier Corp.	11.1
VSTECS Holdings Ltd.	16.2
VTech Holdings Ltd.	16.5
VusionGroup SA	9.9
Wacom Co., Ltd.	24.6
Wah Lee Industrial Corp.	15.4
Walsin Technology Corp.	14.9
Wasion Holdings Ltd.	19.8
Weikeng Industrial Co., Ltd.	11.1
Western Digital Corp.	9.7
Willfar Information Technology Co., Ltd.	24.5
Wingtech Technology Co., Ltd.	20.9
Wistron Corp.	12.0
Wistron NeWeb Corp.	14.8
Wiwynn Corp.	20.1
Wonik QnC Corp.	29.1
WPG Holdings Ltd.	9.4
WT Microelectronics Co., Ltd.	11.0
Wuhan Fingu Electronic Technology Co., Ltd.	17.8
Wuhan Guide Infrared Co., Ltd.	17.6
Wuhan Jingce Electronic Group Co., Ltd.	19.5
Wuhu Token Science Co., Ltd.	23.7
WUS Printed Circuit (Kunshan) Co., Ltd.	22.3
WUS Printed Circuit Co., Ltd.	25.6
Xaar Plc	20.6
Xerox Holdings Corp.	16.1
Xiamen Faratronic Co., Ltd.	26.1
Xiaomi Corp.	20.6
Yageo Corp.	23.2
Yangtze Optical Fibre & Cable Joint Stock Ltd. Co.	27.1
Yealink Network Technology Co., Ltd.	21.0
Yokogawa Electric Corp.	10.4
Yokowo Co. Ltd.	21.9
Zebra Technologies Corp.	9.9
Zhejiang Crystal-optech Co., Ltd.	26.5
Zhejiang Dahua Technology Co., Ltd.	14.8
Zhejiang Dali Technology Co., Ltd.	17.7
Zhen Ding Technology Holding Ltd.	15.7
Zhongji Innolight Co., Ltd.	25.2
Zhuzhou Hongda Electronics Corp., Ltd.	24.5
Zinwell Corp.	25.0
ZTE Corp.	15.0
Zyxel Group Corp.	12.5
