	Note ESG
OC Oerlikon Corp. AG	27.3
Oiles Corp.	30.3
Okeanis Eco Tankers Corp.	31.1
Okuma Corp.	35.5
Omega Flex, Inc.	34.8
OPEN Group, Inc.	39.3
OPTORUN Co., Ltd.	35.4
Organo Corp.	26.3
OSG Corp. (6136)	26.5
Oshkosh Corp.	20.8
Otis Worldwide Corp.	18.8
Otokar Otomotiv ve Savunma Sanayi AS	23.7
PACCAR, Inc.	31.4
Palfinger AG	31.8
Parker-Hannifin Corp.	26.8
Pennar Industries Ltd.	27.8
Pentair plc	22.0
Pfeiffer Vacuum Technology AG	27.5
Phoenix Mecano AG	37.9
Piesat Information Technology Co., Ltd.	36.4
Pillar Corp.	25.0
Piovan SpA	22.8
PNC Process Systems Co., Ltd.	35.2
Ponsse Oyj	16.4
Porvair Plc	29.9
Proto Labs, Inc.	25.7
PSK, Inc.	30.3
Qinchuan Machine Tool & Tool Group Share Co., Ltd.	36.5
Qingdao Gaoce Technology Co., Ltd.	37.0
Rainbow Robotics, Inc.	37.7
Rajratan Global Wire Ltd.	20.1
Randon SA Implementos e Participaçoes	24.6
Ranpak Holdings Corp.	30.5
Rational AG	29.1
RBC Bearings, Inc.	30.1
Rechi Precision Co. Ltd.	29.2
RENK GmbH	21.9
Rexon Industrial Corp. Ltd.	33.4
Rheon Automatic Machinery Co., Ltd.	36.2
RHI Magnesita India Refractories Ltd.	22.0
Rieter Holding AG	27.1
Riyue Heavy Industry Co., Ltd.	28.4
Rolex Rings Ltd.	42.9
Roshow Technology Co., Ltd.	37.6
Rotork Plc	20.1
Ryobi Ltd.	35.2
SAM Engineering & Equipment (M) Bhd.	27.4
Samsung Heavy Industries Co., Ltd.	22.7
San Shing Fastech Corp.	29.2
Sanchuan Wisdom Technology Co., Ltd.	35.8
Sandvik Aktiebolag	23.7
Sanlorenzo SpA	29.3
Sanwei Holding Group Co., Ltd.	35.6
Sany Heavy Equipment International Holdings Co., Ltd.	36.1
Sany Heavy Industry Co., Ltd.	27.9
Savaria Corp.	37.4
Scania CV AB	27.1
Schaeffler India Ltd.	18.9
Schindler Holding AG	19.7
Semperit AG Holding	15.5
SFS Group AG	30.2
Shanghai Hanbell Precise Machinery Co., Ltd.	32.4
Shanghai Highly (Group) Co., Ltd.	43.6
Shanghai Mechanical & Electrical Industry Co., Ltd.	40.6
Shanghai Zhenhua Heavy Industries Co., Ltd.	37.5
Shantui Construction Machinery Co., Ltd.	33.4
Shenzhen Colibri Technologies Co., Ltd.	37.9
Shenzhen Envicool Technology Co., Ltd.	37.4
Shenzhen Xinyichang Technology Co., Ltd.	34.3
Shenzhen Yinghe Technology Co., Ltd.	36.1
Shenzhen ZhaoWei Machinery & Electronic Co., Ltd.	34.0
Shibaura Machine Co., Ltd.	31.0
Shibuya Corp.	31.1
Shima Seiki Mfg. Ltd.	31.6
Shin Zu Shing Co., Ltd.	26.4
ShinMaywa Industries, Ltd.	31.3
SHINSUNG E&G Co., Ltd.	44.8
Shinwa Co., Ltd.	32.9
Shivalik Bimetal Controls Ltd.	19.0
Shuangliang Eco-Energy Systems Co., Ltd.	41.3
Shyam Metalics & Energy Ltd.	27.0
SIASUN Robot & Automation CO., Ltd.	36.2
Singamas Container Holdings Ltd.	33.5
SINOMACH Heavy Equipment Group Co., Ltd.	35.5
Sinotruk Hong Kong Ltd.	31.4
SinterCast AB	29.4
Sintokogio Ltd.	30.9
Skellerup Holdings Ltd.	28.6
SKF AB	15.9
SKF India Ltd.	24.2
SKP Resources Bhd.	34.0
Skywater Technology, Inc.	35.2
SMC Corp. (Japan)	30.2
Snap-On, Inc.	30.9
Sodick Co., Ltd.	24.9
Spirax Group Plc	16.3
Stabilus SE	26.7
Stadler Rail AG	22.3
Standex International Corp.	30.7
Stanley Black & Decker, Inc.	26.2
Star Cement Ltd.	32.8
Sulzer AG	18.4
Sumitomo Heavy Industries, Ltd.	26.2
Sun King Technology Group Ltd.	36.1
SUNG KWANG BEND Co., Ltd.	38.7
Sunonwealth Electric Machine Industry Co., Ltd.	21.8
Sunward Intelligent Equipment Co. Ltd.	32.3
Suzhou Chunxing Precision Mechanical Co., Ltd.	34.9
Suzhou Maxwell Technologies Co., Ltd.	37.5
Symbotic, Inc.	38.5
Systemair AB	22.8
T.K. Corp. (Korea)	37.4
TADANO Ltd.	32.1
Taikisha Ltd.	31.7
Takatori Corp.	37.9
Takeuchi Mfg. Co., Ltd.	33.2
TAKUMA CO., LTD.	28.0
Talgo SA	29.1
TCC Steel Corp.	39.7
Teikoku Electric Manufacturing Co., Ltd.	29.7
Teikoku Sen-I Co., Ltd.	35.1
Tennant Co.	21.8
Terex Corp.	23.0
Texmaco Rail & Engineering Ltd.	28.7
The Gorman-Rupp Co.	42.1
The Italian Sea Group SpA	30.2
The Japan Steel Works Ltd.	32.9
The Lion Electric Co.	36.8
The Manitowoc Co., Inc.	30.8
The Middleby Corp.	31.6
The Timken Co.	21.5
The Toro Co.	19.3
The Weir Group Plc	19.3
Thermax Ltd.	29.4
THK CO., LTD.	33.1
Tiandi Science & Technology Co., Ltd.	42.0
Timken India Ltd.	27.5
Titan International, Inc.	19.8
TK Elevator GmbH	14.2
TOCALO Co., Ltd.	28.9
Tomra Systems ASA	27.4
Tongtai Machine & Tool Co., Ltd.	38.7
Torishima Pump Mfg. Co., Ltd.	29.8
Toyo Kanetsu KK	30.9
Toyota Industries Corp.	28.0
TPI Composites, Inc.	18.2
TRATON SE	28.1
Trelleborg AB	31.2
Trifast Plc	29.3
TriMas Corp.	28.0
Trinity Industries, Inc.	32.8
Triveni Turbine Ltd.	33.9
Troax Group AB	32.1
Truking Technology Ltd.	37.1
Tsubaki Nakashima Co., Ltd	24.6
Tsubakimoto Chain Co.	34.3
Tsugami Corp.	34.7
Tsukishima Holdings Co., Ltd.	35.9
Tsurumi Manufacturing Co., Ltd.	30.5
Türk Traktör ve Ziraat Makineleri AS	16.4
Union Tool Co.	32.3
Valmet Corp.	17.6
VAT Group AG	23.8
Velo3D, Inc.	28.7
Veralto Corp.	23.9
Vesuvius Plc	20.5
Volvo AB	28.3
Vossloh AG	20.5
Wabash National Corp.	31.4
Wacker Neuson SE	26.0
Wärtsilä Oyj Abp	22.2
Watts Water Technologies, Inc.	17.1
Weichai Power Co., Ltd.	27.8
Westinghouse Air Brake Technologies Corp.	22.7
Workhorse Group, Inc.	30.8
Wuxi Autowell Technology Co., Ltd.	34.2
Wuxi Boton Technology Co., Ltd.	30.4
Wuxi Paike New Materials Technology Co., Ltd.	35.7
XANO Industri AB	36.0
XCMG Construction Machinery Co., Ltd.	42.5
Xizi Clean Energy Equipment Manufacturing Co., Ltd.	34.5
Xometry, Inc.	31.2
Xylem, Inc.	22.9
Yamabiko Corp.	23.6
Yamashin-Filter Corp.	32.7
Yamazen Corp.	39.8
Yangling Metron New Material Co., Ltd.	33.1
Yangzijiang Shipbuilding (Holdings) Ltd.	33.0
Yantai Eddie Precision Machinery Co., Ltd.	33.7
Yeong Guan Energy Technology Group Co., Ltd.	26.8
Yijiahe Technology Co., Ltd.	34.4
Yunsung F & C Co. Ltd.	35.9
Yushin Precision Equipment Co., Ltd.	25.6
Yutong Bus Co., Ltd.	28.7
Zhejiang Dingli Machinery Co., Ltd.	34.0
Zhejiang Jiecang Linear Motion Technology Co. Ltd.	38.0
Zhejiang Sanhua Intelligent Controls Co., Ltd.	39.3
Zhejiang Tiantie Industry Co. Ltd.	34.9
Zhejiang Weixing Industrial Development Co., Ltd.	37.0
Zhengzhou Coal Mining Machinery Group Co., Ltd.	39.7
Zhuzhou CRRC Times Electric Co., Ltd.	29.2
Zoomlion Heavy Industry Science & Technology Co., Ltd.	31.3
