	Note ESG
Dl E&C Co., Ltd	29.2
DL Holdings Co., Ltd.	36.3
Dragados SA	30.6
Dycom Industries, Inc.	40.9
Eiffage SA	36.1
Elecnor SA	28.0
Electra Ltd.	45.8
Ellaktor SA	30.8
EllisDon Infrastructure SNH GP	40.2
Eltel AB	30.6
EMCOR Group, Inc.	33.1
Enerside Energy SA	28.8
Eneti, Inc.	37.1
Engineers India Ltd.	29.8
EXEO Group, Inc.	42.3
Fasadgruppen Group AB	24.7
Ferrovial SE	20.2
Fluor Corp.	40.5
Fudo Tetra Corp.	37.8
Fugro NV	14.0
Fukuda Corp.	43.8
G R Infraprojects Ltd.	40.2
Galliford Try Holdings Plc	23.7
Gamuda Bhd.	28.0
Gayatri Projects Ltd.	42.3
GEK Terna SA	37.0
Granite Construction, Inc.	39.0
Great Lakes Dredge & Dock Corp.	43.8
Grupo Empresarial San José SA	34.6
GS Engineering & Construction Corp.	35.6
Guangdong Construction Engineering Group Co., Ltd.	52.8
Guangdong Hongda Holdings Group Co., Ltd.	46.9
H.G. Infra Engineering Ltd.	34.0
Hainan Development Holdings Nanhai Co., Ltd.	45.2
Hazama Ando Corp.	35.7
HDC HOLDINGS Co., Ltd.	45.4
Hibiya Engineering, Ltd.	30.4
Hill & Smith Plc	29.7
Hindustan Construction Co. Ltd.	35.3
Hochtief AG	28.5
Hongrun Construction Group Co., Ltd.	47.4
HuaDian Heavy Industries Co., Ltd.	45.3
Hubei United Development Investment Group Co., Ltd.	45.7
HYUNDAI ENGINEERING & CONSTRUCTION CO., LTD.	25.4
IES Holdings, Inc.	37.7
IJM Corp. Bhd.	30.8
Implenia AG	26.7
Infrea AB	49.1
INFRONEER Holdings, Inc.	47.2
INNOVATE Corp.	44.4
Instalco AB	16.2
IRB Infrastructure Developers Ltd.	34.4
IRCON International Ltd.	38.3
Italian-Thai Development Public Co., Ltd.	47.3
J. Kumar Infraprojects Ltd.	36.4
Jacobs Solutions, Inc.	23.9
Japan Elevator Service Holdings Co., Ltd.	41.5
JDC Corp. (Japan)	39.4
JGC Holdings Corp.	41.4
Jinko Power Technology Co., Ltd.	48.4
Jishi Media Co., Ltd.	49.5
Johns Lyng Group Ltd.	43.8
JSL Construction & Development Co., Ltd.	40.9
JSTI Group	41.6
JTOWER, Inc.	40.0
Kajima Corp.	30.6
Kalpataru Projects International Ltd.	38.0
Kandenko Co., Ltd.	35.7
Kawada Technologies, Inc.	39.6
KEC International Ltd.	29.9
Keller Group Plc	36.4
KEPCO Engineering & Construction Co., Inc.	34.3
Kier Group Plc	21.6
Kiler Holding AS	47.1
Kinden Corp.	36.3
KNR Constructions Ltd.	42.8
Koninklijke BAM Groep NV	22.1
Koninklijke Heijmans NV	28.1
Korea Expressway Corp.	34.2
Kumagai Gumi Co., Ltd.	38.2
KUMHO Engineering & Construction Co., Ltd.	37.0
Kuo Toong International Co., Ltd.	34.9
L&K Engineering Co., Ltd.	41.7
LanzaTech Global, Inc.	36.6
Larsen & Toubro Ltd.	32.7
LingNan Eco & Culture Tourism Co., Ltd.	48.0
Lloyds Engineering Works Ltd.	36.8
Long Yuan Construction Group Co., Ltd.	47.9
M-Grass Ecology & Environment Group Co. Ltd.	51.1
MAIRE	22.0
Malaysian Resources Corp. Bhd.	31.0
Man Infraconstruction Ltd.	33.8
MasTec, Inc.	39.0
Meisei Industrial Co., Ltd.	39.4
Metallurgical Corp. of China Ltd.	54.6
MIRAIT One Corp.	34.7
Mirbud SA	38.8
Monadelphous Group Ltd.	26.2
Morgan Sindall Group plc	21.6
Mota-Engil SGPS SA	37.7
MYR Group, Inc.	36.6
National Marine Dredging Co.	35.5
NBCC (India) Ltd.	40.1
NCC AB	27.5
NCC Ltd.	46.0
Netel Holding AB	35.6
Nichireki Group Co., Ltd.	36.1
Nippon Densetsu Kogyo Co., Ltd.	37.3
NIPPON RIETEC CO., LTD.	42.6
Nishimatsu Construction Co., Ltd.	36.3
Nittoc Construction Co., Ltd.	44.9
Nordisk Bergteknik AB	45.3
Norinco International Cooperation Ltd.	38.7
Northwest Pipe Co.	40.7
Norva24 Group AB	32.9
Nouvelle Autoroute 30 Financement, Inc.	37.4
NRW Holdings Ltd.	32.4
NuScale Power Corp.	41.1
NWS Holdings Ltd.	35.0
Obayashi Corp.	35.9
Okumura Corp.	38.7
Ontario Infrastructure Projects Corp.	41.8
Oriental Shiraishi Corp.	33.3
Peab AB	33.2
Penta-Ocean Construction Co., Ltd.	36.4
Per Aarsleff Holding A/S	31.1
Perenti Ltd.	31.0
PNC Infratech Ltd.	43.1
Polimex-Mostostal SA	29.7
PORR AG	29.9
Power Construction Corporation of China, Ltd.	53.0
PRAJ Industries Ltd.	38.4
Primoris Services Corp.	34.5
Projektengagemang Sweden AB	30.4
PSG Corporation Public Co. Ltd.	43.6
PT Arkora Hydro	41.4
PT PP (Persero) Tbk	36.9
PT Wijaya Karya (Persero) Tbk	33.0
Quanta Services, Inc.	36.6
Rail Vikas Nigam Ltd.	41.6
Raito Kogyo Co., Ltd.	37.8
Reliance LP	42.4
Renew Holdings Plc	36.8
Rich Development Co. Ltd.	45.0
Ruentex Engineering & Construction Co. Ltd.	43.2
Run Long Construction Co. Ltd.	41.5
Sacyr SA	18.6
Salcef Group SpA	26.6
SAMBU ENGINEERING & CONSTRUCTION Co., Ltd.	55.9
Samsung E&A Co., Ltd.	30.4
Sanki Engineering Co., Ltd.	29.5
Sea to Sky Highway Investment LP	45.7
Service Stream Ltd.	34.4
Severfield Plc	28.3
SFP Tech Holdings Bhd.	32.0
Shaanxi Construction Engineering Group Corp., Ltd.	48.7
Shandong Hi-Speed Road & Bridge Group Co., Ltd.	47.3
Shanghai Construction Group Co., Ltd.	50.3
Shanghai Pudong Construction Co., Ltd.	34.3
Shanghai Tongji Science & Technology Industrial Co., Ltd.	45.0
Shanghai Tunnel Engineering Co., Ltd.	45.8
Shapir Engineering & Industry Ltd.	39.1
Shenzhen Tagen Group Co., Ltd.	45.9
Shikun & Binui Energy Ltd.	39.5
Shikun & Binui Ltd.	46.4
Shimizu Corp.	35.1
Shinfox Energy Co., Ltd.	31.8
Shinnihon Corp.	36.3
SHO-BOND Holdings Co. Ltd.	37.4
Sichuan Road & Bridge Co., Ltd.	54.6
Sino-Thai Engineering & Construction Public Co. Ltd.	33.1
Sinoma International Engineering Co., Ltd.	42.1
SINOPEC Engineering (Group) Co., Ltd.	32.5
Sinosteel Engineering & Technology Co., Ltd.	40.4
Sitios Latinoamérica SAB De CV	38.6
Skanska AB	25.3
Société du Grand Paris	34.6
Southland Holdings, Inc.	42.8
Southwest Gas Holdings, Inc.	33.4
Stantec, Inc.	15.8
State Power Investment Corp., Ltd.	41.6
Sterling Infrastructure, Inc.	37.0
STRABAG SE	29.2
Sumitomo Densetsu Co. Ltd.	30.1
Sumitomo Mitsui Construction Co., Ltd.	39.9
Sunway Construction Group Bhd.	30.3
Sweco AB	26.4
Synergy Grid & Development Philippines, Inc.	46.3
Taihei Dengyo Kaisha, Ltd.	37.8
TAISEI Corp.	28.2
Takamatsu Construction Group Co. Ltd.	41.4
Technip Energies NV	25.3
Techno Electric & Engineering Co. Ltd.	36.9
Tekfen Holding AS	26.8
Tekken Corp.	40.2
THE NIPPON ROAD CO., LTD.	39.4
thyssenkrupp nucera AG & Co. KGaA	36.3
TOA Corp. (1885)	40.2
Toda Corp.	32.5
Toenec Corp.	37.0
Tokyo Energy & Systems, Inc.	37.3
Tokyu Construction Co., Ltd.	30.8
Totetsu Kogyo Co., Ltd.	31.5
Toyo Construction Co., Ltd.	38.2
TransEd Partners General Partnership LP	45.0
Tutor Perini Corp.	37.5
United Engineers Ltd.	36.3
United Integrated Services Co., Ltd.	39.8
UWC Bhd.	29.3
Veidekke ASA	31.1
Ventia Services Group Ltd.	34.7
Vestum AB	39.5
VINCI SA	26.2
Vinvest Capital Holdings Bhd.	41.3
Wästbygg Gruppen AB	43.5
WCT Holdings Bhd.	36.6
Webuild SpA	23.9
WestConnex Pty Ltd.	28.1
Wilson Bayly Holmes-Ovcon Ltd.	35.9
Worley Ltd.	25.1
WSP Global, Inc.	12.4
Wuxi Taiji Industry Ltd. Corp.	43.7
Xinjiang Communications Construction Group Co., Ltd.	52.0
Xinte Energy Co., Ltd.	41.3
Yahagi Construction Co., Ltd.	39.1
Yankey Engineering Co. Ltd.	43.6
YIT Oyj	32.3
Yokogawa Bridge Holdings Corp.	36.1
Yungshin Construction & Development Co., Ltd.	39.8
Yurtec Corp.	35.5
Zamil Industrial Investment Co.	46.0
Zhejiang Communications Technology Co., Ltd.	41.7
Zhejiang Construction Investment Group Co., Ltd.	42.7
Zhejiang Yasha Decoration Co., Ltd.	47.8
Zhewen Interactive Group Co., Ltd.	48.6
