	Note ESG
Labrador Iron Ore Royalty Corp.	12.8
Liuzhou Iron & Steel Co., Ltd.	46.2
Lloyds Metals & Energy Ltd.	44.1
Maanshan Iron & Steel Co., Ltd.	45.2
Maharashtra Seamless Ltd.	39.4
Maruichi Steel Tube Ltd.	39.6
Metallus, Inc.	30.7
Metalúrgica Gerdau SA	36.1
Metinvest BV	39.1
MOIL Ltd.	35.7
Mount Gibson Iron Ltd.	35.7
Nakayama Steel Works, Ltd.	36.5
Nanjing Iron & Steel Co., Ltd.	38.5
Neturen Co., Ltd.	36.9
Nippon Denko Co., Ltd.	50.8
NIPPON STEEL CORP.	38.4
Nippon Yakin Kogyo Co., Ltd.	36.8
NMDC Ltd.	27.2
Nucor Corp.	31.9
Olympic Steel, Inc.	40.8
Onoken Co., Ltd.	47.8
Orissa Minerals Development Co., Ltd.	51.0
OSAKA STEEL CO., LTD.	42.1
Outokumpu Oyj	24.4
Pangang Group Vanadium Titanium & Resources Co., Ltd.	45.4
POSCO Holdings, Inc.	24.0
POSCO M-TECH Co., Ltd.	34.7
PT Gunung Raja Paksi	35.2
Qingdao East Steel Tower Stock Co., Ltd.	43.8
Ramkrishna Forgings Ltd.	41.1
Ratnamani Metals & Tubes Ltd.	38.6
Salzgitter AG	35.9
Sansteel MinGuang Co., Ltd., Fujian	41.8
Sanyo Special Steel Co., Ltd.	34.0
SeAH Besteel Holdings Corp.	33.4
SeAH Steel Holdings Corp.	33.3
Shanxi Taigang Stainless Steel Co., Ltd.	48.2
Sheng Yu Steel Co., Ltd.	30.2
Shougang Fushan Resources Group Ltd.	35.4
Sichuan Anning Iron & Titanium Co. Ltd.	41.4
SK Oceanplant Co., Ltd.	51.8
SSAB AB	23.2
Steel Authority of India Ltd.	35.2
Steel Dynamics, Inc.	31.4
Stelco Holdings, Inc.	44.8
SunCoke Energy, Inc.	34.3
Surya Roshni Ltd.	36.8
Ta Chen Stainless Pipe Co., Ltd.	35.8
Tata Steel Ltd.	28.9
Ternium SA	35.4
Tiangong International Co. Ltd.	42.1
Tokyo Steel Manufacturing Co., Ltd.	37.2
Tung Ho Steel Enterprise Corp.	35.0
United States Steel Corp.	33.3
Usha Martin Ltd.	38.3
Usinas Siderurgicas de Minas Gerais SA-Usiminas	38.4
voestalpine AG	30.9
Warrior Met Coal, Inc.	37.0
Welspun Corp. Ltd.	30.0
Worthington Enterprises, Inc.	31.3
Worthington Steel, Inc.	30.8
Xinxing Ductile Iron Pipes Co., Ltd.	48.3
Xinyu Iron & Steel Co., Ltd.	51.7
Yamato Kogyo Co., Ltd.	39.5
Yantai Zhenghai Magnetic Material Co., Ltd.	48.5
YC Inox Co. Ltd.	39.1
Yieh Phui Enterprise Co., Ltd.	39.1
Yodogawa Steel Works, Ltd.	41.9
Yongxing Special Materials Technology Co., Ltd.	53.1
Zhejiang Jiuli Hi-Tech Metals Co., Ltd.	42.0
