	Note ESG
Jointown Pharmaceutical Group Co., Ltd.	25.5
Kansai Food Market Ltd.	27.1
Kato Sangyo Co., Ltd.	19.2
Kesko Oyj	15.2
Kobe Bussan Co., Ltd.	31.8
Koninklijke Ahold Delhaize NV	19.8
Krispy Kreme, Inc.	21.0
Kusuri No Aoki Holdings Co., Ltd.	22.1
La Comer SAB de CV	24.1
Lawson, Inc.	27.3
LBX Pharmacy Chain JSC	23.2
Life Corp.	24.6
Loblaw Cos. Ltd.	20.4
M. Yochananof & Sons (1988) Ltd.	27.3
Majid Al Futtaim Holding LLC	18.7
Marks & Spencer Group Plc	26.9
MARR SpA	12.9
MatsukiyoCocokara & Co.	22.2
Maxvalu Tokai Co., Ltd.	23.3
MedPlus Health Services Ltd.	19.3
Metcash Ltd.	14.5
METRO AG	17.6
Metro, Inc.	22.1
Migros Ticaret AS	14.7
Ministop Co., Ltd.	29.4
Mitsubishi Shokuhin Co., Ltd.	21.3
Natural Grocers by Vitamin Cottage, Inc.	27.0
Neighbourly Pharmacy, Inc.	22.8
Neto Malinda Trading Ltd.	19.8
NIHON CHOUZAI Co., Ltd.	24.8
Nishimoto Co., Ltd. /Chuo-Ku/	19.9
Oisix ra daichi, Inc.	26.6
Okuwa Co., Ltd.	34.3
Organización Soriana SAB de CV	21.0
Performance Food Group Co.	16.5
Philippine Seven Corp.	24.0
Pick 'n Pay Stores Ltd.	31.8
Premier Marketing Public Co. Ltd.	15.4
President Chain Store Corp.	22.4
PriceSmart, Inc.	23.1
PT Cisarua Mountain Dairy	21.9
PT Midi Utama Indonesia Tbk	23.6
PT Sumber Alfaria Trijaya Tbk	31.9
Puregold Price Club, Inc.	25.0
Qol Holdings Co., Ltd.	22.3
Raia Drogasil SA	17.1
Rami Levi Chain Stores Hashikma Marketing 2006 Ltd.	28.8
Redcare Pharmacy NV	17.2
RETAIL PARTNERS CO., LTD.	27.4
Robinsons Retail Holdings, Inc.	26.4
S Foods, Inc.	25.4
SAN-A CO., LTD.	25.7
Schwarz Group	20.5
Sendas Distribuidora SA	23.6
Seven & i Holdings Co., Ltd.	21.7
Sheng Siong Group Ltd.	17.4
Shenzhen Pagoda Industrial (Group) Corp. Ltd.	24.2
Shoei Foods Corp.	17.5
Shoprite Holdings Ltd.	24.4
Shufersal Ltd.	22.6
Sligro Food Group NV	20.3
SMU SA	22.8
Sobeys, Inc.	13.6
Sok Marketler Ticaret AS	22.7
Sonae SGPS SA	22.3
Spar Group Ltd.	14.2
SpartanNash Co.	15.4
Sprouts Farmers Market, Inc.	24.6
Sugi Holdings Co., Ltd.	25.0
Sun Art Retail Group Ltd.	29.9
Sundrug Co., Ltd.	23.7
Sysco Canada, Inc.	12.4
Sysco Corp.	15.3
Taiwan Tea Corp.	13.8
Tesco Plc	17.8
The Chefs' Warehouse, Inc.	21.2
The Duckhorn Portfolio, Inc.	16.7
The Kroger Co.	22.8
The North West Co., Inc.	25.7
TSURUHA Holdings, Inc.	25.1
United Natural Foods, Inc.	17.7
United Super Markets Holdings, Inc.	31.2
US Foods Holding Corp.	13.9
Valor Holdings Co., Ltd.	27.6
Village Super Market, Inc.	31.9
Wal-Mart de México SAB de CV	20.0
Walgreens Boots Alliance, Inc.	15.6
Walmart, Inc.	25.3
Weis Markets, Inc.	32.7
Welcia Holdings Co., Ltd.	21.7
Woolworths Group Ltd.	20.8
X5 Retail Group NV	24.2
Yakuodo Holdings Co., Ltd.	24.7
Yaoko Co., Ltd.	31.7
Yifeng Pharmacy Chain Co., Ltd.	24.3
Yixintang Pharmaceutical Group Co., Ltd.	25.6
Yokorei Co., Ltd.	17.4
Yonghui Superstores Co., Ltd.	36.1
Zhejiang Huatong Meat Products Co., Ltd.	21.2
