	Note ESG
Beijing SL Pharmaceutical Co., Ltd.	32.6
Beijing Strong Biotechnologies, Inc.	27.1
Beijing Tiantan Biological Products Corp. Ltd.	31.0
Beijing Tong Ren Tang Chinese Medicine Co., Ltd.	29.1
Beijing Tong RenTang Co., Ltd.	38.4
Beijing Wantai Biological Pharmacy Enterprise Co., Ltd.	29.9
Betta Pharmaceuticals Co., Ltd.	36.1
BGI Genomics Co., Ltd.	19.4
BICO Group AB	18.6
Bicycle Therapeutics Plc	15.8
BINEX Co., Ltd.	37.8
Bio-Rad Laboratories, Inc.	16.8
Bio-Techne Corp.	26.0
BioArctic AB	32.3
BioAtla, Inc.	27.0
Biocon Ltd.	24.6
BioCryst Pharmaceuticals, Inc.	25.1
BioGaia AB	15.7
Biogen, Inc.	20.5
Biohaven Ltd.	32.3
BioInvent International AB	26.3
BioMarin Pharmaceutical, Inc.	23.5
Biomea Fusion, Inc.	35.6
BIONEER Corp.	37.3
BioNTech SE	25.9
Biotage AB	18.7
BioXcel Therapeutics, Inc.	27.6
Blau Farmacêutica SA	29.3
bluebird bio, Inc.	34.0
Blueprint Medicines Corp.	22.3
Boiron SA	33.1
BONESUPPORT HOLDING AB	27.3
Bora Pharmaceuticals Co., Ltd.	29.7
Boryung Corp.	33.5
BridgeBio Pharma, Inc.	35.7
BrightGene Bio-Medical Technology Co., Ltd.	26.0
Bristol Myers Squibb Co.	21.2
Bruker Corp.	19.5
Bukwang Pharmaceutical Co., Ltd.	37.4
C.Q. Pharmaceutical Holding Co., Ltd.	35.2
Cabaletta Bio, Inc.	27.8
Calliditas Therapeutics AB	34.4
Camurus AB	21.8
Canopy Growth Corp.	36.9
CanSino Biologics, Inc.	32.9
Cantargia AB	35.1
Caplin Point Laboratories Ltd.	26.7
CARA Therapeutics, Inc.	29.0
CareDx, Inc.	33.5
Caregen Co., Ltd.	35.0
Caribou Biosciences, Inc.	28.0
Carisma Therapeutics, Inc.	26.2
CARsgen Therapeutics Holdings Ltd.	27.3
Cartesian Therapeutics, Inc.	36.4
Cassava Sciences, Inc.	35.8
Catalent, Inc.	20.5
Catalyst Pharmaceuticals, Inc.	24.3
Celcuity, Inc.	27.9
CellaVision AB	17.4
Celldex Therapeutics, Inc.	24.5
Celltrion Pharm Inc.	43.1
Celltrion, Inc.	30.2
Cenra, Inc.	29.1
Center Laboratories, Inc.	27.9
Century Therapeutics, Inc.	27.5
Cerevel Therapeutics Holdings, Inc.	32.9
CEVA Santé Animale SA	19.8
CG Invites Co., Ltd.	32.9
Changchun High-Tech Industry (Group) Co., Ltd.	27.9
Changzhou Qianhong Biopharma Co., Ltd.	36.8
Charles River Laboratories International, Inc.	18.1
Chemical Works of Gedeon Richter Plc	26.6
ChemoMetec A/S	15.8
Chengdu Kanghong Pharmaceutical Group Co., Ltd.	31.7
Chengdu Kanghua Biological Products Co., Ltd.	24.4
Chengzhi Co., Ltd.	26.9
China Medical System Holdings Ltd.	25.6
China Meheco Group Co., Ltd.	40.5
China National Medicines Co., Ltd.	39.1
China Resources Boya Bio-pharmaceutical Group Co., Ltd.	35.5
China Resources Double-Crane Pharmaceutical Co., Ltd.	32.4
China Resources Pharmaceutical Group Ltd.	38.0
China Resources Sanjiu Medical & Pharmaceutical Co., Ltd.	30.3
China Shineway Pharmaceutical Group Ltd.	29.5
China Traditional Chinese Medicine Holdings Co. Ltd.	37.9
Chinook Therapeutics, Inc.	36.3
Chong Kun Dang Pharmaceutical Corp.	35.1
ChongKunDang Holdings Corp.	38.8
Chongqing Taiji Industry (Group) Co., Ltd.	42.7
Chongqing Zhifei Biological Products Co., Ltd.	26.7
Chugai Pharmaceutical Co., Ltd.	20.2
Cipla Ltd.	25.5
Citius Pharmaceuticals, Inc.	34.9
CK Life Sciences International (Holdings), Inc.	31.1
Clinuvel Pharmaceuticals Ltd.	22.6
CMG Pharmaceutical Co., Ltd.	41.2
Cogent Biosciences, Inc.	30.5
Coherus BioSciences, Inc.	37.4
Collegium Pharmaceutical, Inc.	29.4
Compass Therapeutics, Inc.	33.9
Consun Pharmaceutical Group Ltd.	28.8
Corcept Therapeutics, Inc.	28.1
CorMedix, Inc.	29.3
Cosmo Pharmaceuticals NV	29.4
Crinetics Pharmaceuticals, Inc.	38.7
CRISPR Therapeutics AG	25.4
Cronos Group, Inc.	41.3
CSL Ltd.	24.4
CSPC Innovation Pharmaceutical Co., Ltd.	35.0
CSPC Pharmaceutical Group Ltd.	29.9
CStone Pharmaceuticals Co. Ltd.	39.8
Cue Biopharma, Inc.	28.2
Cullinan Therapeutics, Inc.	39.8
CureVac NV	36.4
CymaBay Therapeutics, Inc.	36.9
Cytokinetics, Inc.	27.6
Daan Gene Co., Ltd.	24.5
Daewoong Co., Ltd.	28.4
Daewoong Pharmaceutical Co., Ltd.	32.4
Daiichi Sankyo Co., Ltd.	19.9
Daito Pharmaceutical Co., Ltd.	29.4
Danaher Corp.	8.5
DaShenLin Pharmaceutical Group Co., Ltd.	42.0
Day One Biopharmaceuticals, Inc.	37.1
Deciphera Pharmaceuticals, Inc.	21.2
Denali Therapeutics, Inc.	34.8
Dermapharm Holding SE	27.6
Design Therapeutics, Inc.	28.3
DiaSorin SpA	19.4
DICE Therapeutics, Inc.	27.1
Disc Medicine, Inc.	30.1
Divi's Laboratories Ltd.	32.8
Dong-A Socio Holdings Co., Ltd.	29.7
Dong-A ST Co., Ltd.	28.6
Dong-E-E-Jiao Co., Ltd.	36.0
DongKook Pharmaceutical Co., Ltd.	32.4
Dr. Reddy's Laboratories Ltd.	23.6
DSM-Firmenich AG	16.8
Dynavax Technologies Corp.	27.7
Dyne Therapeutics, Inc.	37.2
Eagle Pharmaceuticals, Inc.	23.9
Edgewise Therapeutics, Inc.	28.5
Editas Medicine, Inc.	25.2
Egetis Therapeutics AB	37.1
EirGenix, Inc.	27.1
EIS Eczacibasi Ilaç, Sinai ve Finansal Yatirim San ve Tic AS	32.4
Eisai Co., Ltd.	26.5
Elanco Animal Health, Inc.	18.8
Eli Lilly & Co.	23.6
Emergent BioSolutions, Inc.	34.3
Enanta Pharmaceuticals, Inc.	24.9
Endo International Plc	28.4
Enliven Therapeutics, Inc.	30.9
Entrada Therapeutics, Inc.	26.0
ENZYCHEM LIFESCIENCES Corp.	44.2
EQL Pharma AB	34.9
EQRx, Inc.	27.6
Erasca, Inc.	33.2
Eris Lifesciences Ltd.	30.7
EuBiologics Co., Ltd.	44.0
EUROAPI SA	19.2
Eurofins Scientific SE	15.2
Ever Supreme Bio Technology Co., Ltd.	29.9
Everest Medicines Ltd.	37.1
Evolus, Inc.	39.1
Evotec SE	17.7
EXACT Sciences Corp.	20.9
Exelixis, Inc.	22.5
Eyenovia, Inc.	33.4
EyePoint Pharmaceuticals, Inc.	39.1
Faes Farma SA	29.1
Fate Therapeutics, Inc.	27.8
FDC Ltd.	32.5
Fennec Pharmaceuticals, Inc.	28.1
FibroGen, Inc.	27.7
Foghorn Therapeutics, Inc.	30.8
Foresee Pharmaceuticals Co., Ltd.	36.3
Formycon AG	33.3
Fortrea Holdings, Inc.	18.4
Frontage Holdings Corp.	22.4
Fuji Pharma Co., Ltd.	30.0
Fuso Pharmaceutical Industries Ltd.	39.8
Galapagos NV	29.7
Gan & Lee Pharmaceuticals Co., Ltd.	38.2
GC Biopharma Corp.	18.7
GC Cell Corp.	21.3
Gen Ilaç ve Saglik Ürünleri Sanayi ve Ticaret AS	36.6
Genelux Corp.	31.4
GeneOne Life Science, Inc.	29.5
Generation Bio Co.	32.6
Genexine, Inc.	31.3
Genmab A/S	20.4
Genomma Lab Internacional SAB de CV	29.6
Genscript Biotech Corp.	21.9
Genus Plc	27.9
Geron Corp.	37.5
Gilead Sciences, Inc.	21.7
Ginkgo Bioworks Holdings, Inc.	33.3
Gland Pharma Ltd.	27.2
GlaxoSmithKline Pharmaceuticals Ltd.	23.5
Glenmark Life Sciences Ltd.	31.4
Glenmark Pharmaceuticals Ltd.	32.4
GNI Group Ltd.	30.0
Grand Pharmaceutical Group Ltd.	31.0
Granules India Ltd.	41.8
Great Tree Pharmacy Co., Ltd.	35.1
Green Cross Holdings Corp.	31.9
Grifols SA	15.1
Gritstone bio, Inc.	36.5
Grünenthal Pharma GmbH & Co. KG	18.5
GSK Plc	15.0
Guangdong Hybribio Biotech Co., Ltd.	27.7
Guangdong Zhongsheng Pharmaceutical Co., Ltd.	38.1
GuangYuYuan Chinese Herbal Medicine Co., Ltd.	27.9
Guangzhou Baiyunshan Pharmaceutical Holdings Co., Ltd.	33.5
Guizhou Bailing Group Pharmaceutical Co., Ltd.	36.5
Guizhou Xinbang Pharmaceutical Co., Ltd.	35.2
Guobang Pharma Ltd.	40.6
H. Lundbeck A/S	22.8
Hainan Haiyao Co., Ltd.	37.4
Hainan Poly Pharm. Co., Ltd.	34.5
Haisco Pharmaceutical Group Co., Ltd.	36.1
Haleon Plc	11.4
Halozyme Therapeutics, Inc.	19.9
HANALL BIOPHARMA Co., Ltd.	39.9
Hangzhou Tigermed Consulting Co., Ltd.	15.4
Hanmi Pharmaceutical Co., Ltd.	35.1
Hanmi Science Co., Ltd.	32.5
Hansa Biopharma AB	28.0
Hansoh Pharmaceutical Group Co., Ltd.	22.9
Harmony Biosciences Holdings, Inc.	35.6
Harrow, Inc.	37.2
Harvard Bioscience, Inc.	22.9
Haw Par Corp. Ltd.	33.1
HeiLongJiang ZBD Pharmaceutical Co., Ltd.	35.4
Helixmith Co., Ltd.	30.3
Heron Therapeutics, Inc.	30.8
Hikal Ltd.	37.4
Hikma Pharmaceuticals Plc	23.7
HilleVax, Inc.	28.8
Hisamitsu Pharmaceutical Co., Inc.	33.2
HLB Therapeutics Co., Ltd.	26.1
Horizon Therapeutics Plc	17.2
Huadong Medicine Co., Ltd.	33.9
Hualan Biological Engineering, Inc.	30.4
Hualan Biological Vaccine, Inc.	27.9
Huapont Life Sciences Co., Ltd.	36.5
Hubei Biocause Pharmaceutical Co., Ltd.	39.5
Hubei Jumpcan Pharmaceutical Co., Ltd.	36.5
Hugel, Inc.	26.7
Humacyte, Inc.	38.2
Humanwell Healthcare (Group) Co., Ltd.	38.0
Humedix Co., Ltd.	32.6
Hunan Er-Kang Pharmaceutical Co., Ltd.	37.4
Huons Co., Ltd.	32.0
Huons Global Co., Ltd.	34.4
HUTCHMED (China) Ltd.	27.3
Hybio Pharmaceutical Co.. Ltd.	39.7
Hypera SA	33.4
ICON plc	15.6
Icosavax, Inc.	33.3
IDEAYA Biosciences, Inc.	33.7
Idorsia Ltd.	23.6
IGM Biosciences, Inc.	39.0
Ikena Oncology, Inc.	32.4
Ildong Pharmaceutical Co., Ltd.	37.8
Illumina, Inc.	18.4
IlYang Pharmaceutical Co., Ltd.	38.6
Immuneering Corp.	24.1
ImmunityBio, Inc.	38.9
ImmunoGen, Inc.	27.0
Immunovant, Inc.	39.2
Imugene Ltd.	34.5
Incyte Corp.	23.7
Indivior PLC	37.5
Indoco Remedies Ltd.	36.6
Infant Bacterial Therapeutics AB	33.3
Inhibrx, Inc.	27.9
InnoCare Pharma Ltd.	30.4
Innovent Biologics, Inc.	29.3
Innoviva, Inc.	30.2
Inozyme Pharma, Inc.	33.1
Insmed, Inc.	25.7
Intellia Therapeutics, Inc.	26.9
Intercept Pharmaceuticals, Inc.	27.2
Intra-Cellular Therapies, Inc.	33.9
iNtRON Biotechnology, Inc.	28.6
Invitae Corp.	28.0
Ionis Pharmaceuticals, Inc.	26.9
Iovance Biotherapeutics, Inc.	36.9
Ipca Laboratories Ltd.	30.8
Ipsen SA	22.8
IQVIA Holdings, Inc.	16.1
IRLAB Therapeutics AB	36.0
Ironwood Pharmaceuticals, Inc.	18.9
Isofol Medical AB	34.1
iTeos Therapeutics, Inc.	31.1
J.B. Chemicals & Pharmaceuticals Ltd.	27.2
Jacobio Pharmaceuticals Group Co., Ltd.	24.5
Jamjoom Pharmaceuticals Factory Co.	37.8
Janux Therapeutics, Inc.	28.8
Jazz Pharmaceuticals Plc	24.7
JCR Pharmaceuticals Co., Ltd.	27.9
Jeil Pharmaceutical Co., Ltd.	37.4
Jenkem Technology Co., Ltd.	31.3
Jiangsu Hengrui Pharmaceuticals Co., Ltd.	30.6
Jiangsu Kanion Pharmaceutical Co., Ltd.	34.3
Jiangsu Nhwa Pharmaceutical Co., Ltd.	29.4
Jiangsu Wuzhong Pharmaceutical Development Co., Ltd.	37.0
Jiangzhong Pharmaceutical Co., Ltd.	33.3
Jilin Aodong Pharmaceutical Group Co., Ltd.	33.2
Jinghua Pharmaceutical Group Co., Ltd.	37.3
Johnson & Johnson	20.1
Joincare Pharmaceutical Group Industry Co., Ltd.	31.2
JOINN Laboratories (China) Co., Ltd.	19.6
Jubilant Pharmova Ltd.	29.7
JW PHARMACEUTICAL Corp.	36.0
Kaken Pharmaceutical Co., Ltd.	28.5
KalVista Pharmaceuticals, Inc.	32.5
Kamada Ltd.	26.7
Kangmei Pharmaceutical Co., Ltd.	41.5
Karuna Therapeutics, Inc.	33.2
Karyopharm Therapeutics, Inc.	29.6
Keros Therapeutics, Inc.	35.4
Keymed Biosciences, Inc.	27.8
Kezar Life Sciences, Inc.	25.3
Kiniksa Pharmaceuticals Ltd.	29.0
Kissei Pharmaceutical Co., Ltd.	33.4
Knight Therapeutics, Inc.	36.5
Kodiak Sciences, Inc.	25.5
Komipharm International Co., Ltd.	41.4
KOREA UNITED PHARM, Inc.	32.8
KPC Pharmaceuticals, Inc.	33.3
Krystal Biotech, Inc.	34.3
Kura Oncology, Inc.	24.6
Kwang Dong Pharmaceutical Co., Ltd.	44.4
Kymera Therapeutics, Inc.	36.4
KYORIN Pharmaceutical Co., Ltd.	36.9
Kyowa Kirin Co., Ltd.	17.9
Laboratorios Farmaceúticos Rovi SA	16.1
Lantheus Holdings, Inc.	33.1
Laurus Labs Ltd.	33.7
Legend Biotech Corp.	35.0
Lepu Biopharma Co., Ltd.	34.1
Lexicon Pharmaceuticals, Inc.	25.0
LigaChem Biosciences, Inc.	39.4
Ligand Pharmaceuticals, Inc.	24.5
Lineage Cell Therapeutics, Inc.	26.3
Liquidia Corp.	33.8
Livzon Pharmaceutical Group, Inc.	24.5
Lonza Group AG	14.2
Lotus Pharmaceutical Co., Ltd.	32.0
Luoxin Pharmaceuticals Group Stock Co., Ltd.	34.3
Lupin Ltd.	32.4
Luye Pharma Group Ltd.	38.4
Lyell Immunopharma, Inc.	25.1
Maccura Biotechnology Co., Ltd.	31.2
MacroGenics, Inc.	26.7
Madrigal Pharmaceuticals, Inc.	34.9
Mallinckrodt Plc	39.4
Mankind Pharma Ltd.	33.1
MannKind Corp.	26.0
Maravai Lifesciences Holdings, Inc.	16.1
Marksans Pharma Ltd.	38.2
MaxCyte, Inc.	27.5
Mayinglong Pharmaceutical Group Co., Ltd.	30.9
Mayne Pharma Group Ltd.	27.3
MedCap AB	15.9
Medigen Biotechnology Corp.	30.0
Medigen Vaccine Biologics Corp.	28.2
Medivir AB	38.0
Medpace Holdings, Inc.	17.2
MedPacto, Inc.	35.3
Medy-Tox, Inc.	40.0
Mega Lifesciences Public Co. Ltd.	28.8
MeiraGTx Holdings Plc	28.9
Mendus AB	39.7
Merck & Co., Inc.	20.0
Merck KGaA	16.4
Merrimack Pharmaceuticals, Inc.	29.5
Mersana Therapeutics, Inc.	27.8
Merus NV	26.5
Mesoblast Ltd.	26.1
Mettler-Toledo International, Inc.	10.7
Mezzion Pharma Co., Ltd.	41.9
MiMedx Group, Inc.	27.8
Mineralys Therapeutics, Inc.	29.0
Mirati Therapeutics, Inc.	25.2
Mirum Pharmaceuticals, Inc.	38.3
Moberg Pharma AB	33.8
Mochida Pharmaceutical Co., Ltd.	35.7
Moderna, Inc.	19.2
Monte Rosa Therapeutics, Inc.	29.3
Morphic Holding, Inc.	34.5
MorphoSys AG	25.6
Mural Oncology Plc	26.4
Myriad Genetics, Inc.	24.2
Nanjing King-friend Biochemical Pharmaceutical Co., Ltd.	42.5
Nanologica AB	33.2
NATCO Pharma Ltd.	31.0
Natera, Inc.	29.7
Nautilus Biotechnology, Inc.	25.7
NeoGenomics, Inc.	21.6
Neuland Laboratories Ltd.	27.4
Neuren Pharmaceuticals Ltd.	34.1
Neurocrine Biosciences, Inc.	22.0
New Journey Health Technology Group Co., Ltd.	36.5
NGM Biopharmaceuticals, Inc.	25.9
Nippon Shinyaku Co., Ltd.	26.3
Nkarta, Inc.	27.9
NKMAX Co., Ltd. (South korea)	31.0
North China Pharmaceutical Co., Ltd.	40.1
Novartis AG	15.6
Novavax, Inc.	27.2
Novo Nordisk A/S	23.0
NS Wind Down Co., Inc.	24.9
Nurix Therapeutics, Inc.	32.3
Nuvalent, Inc.	35.5
Nuvation Bio, Inc.	26.4
Nuvectis Pharma, Inc.	34.8
Nxera Pharma Co., Ltd.	26.5
Nykode Therapeutics ASA	22.3
OBI Pharma, Inc.	24.4
Ocean Biomedical, Inc.	39.8
Ocumension Therapeutics	36.1
Olema Pharmaceuticals, Inc.	38.5
OliX Pharmaceuticals, Inc.	40.1
Omega Therapeutics, Inc.	28.5
Omeros Corp.	39.2
OmniAb, Inc.	36.5
Oncopeptides AB	29.6
Oneness Biotech Co., Ltd.	20.2
Ono Pharmaceutical Co., Ltd.	21.1
OPKO Health, Inc.	32.4
Opthea Ltd.	25.2
OptiNose, Inc.	35.8
Orexo AB	38.9
Organogenesis Holdings, Inc.	27.6
Organon & Co.	23.3
Oric Pharmaceuticals, Inc.	31.9
Orion Oyj	20.8
Oscotec, Inc.	44.1
Otsuka Holdings Co., Ltd.	23.4
Outlook Therapeutics, Inc.	33.6
Ovid Therapeutics Inc.	26.1
Oxford Biomedica Plc	32.5
Oxford Nanopore Technologies Plc	18.2
Pacific Biosciences of California, Inc.	18.5
Pacific Edge Ltd.	31.1
Pacira Biosciences, Inc.	28.4
PDS Biotechnology Corp.	35.4
PepGen Inc.	29.9
Peptidream, Inc.	21.5
Peptron, Inc.	32.2
Pfizer Inc.	19.2
Pfizer Ltd. (India)	24.7
Pharma Foods International Co., Ltd.	27.9
Pharma Mar SA	27.2
PharmaBlock Sciences (Nanjing), Inc.	31.7
PharmaEngine, Inc.	20.6
PharmaEssentia Corp.	25.2
Pharmanutra SpA	35.9
PharmaResearch Co., Ltd.	29.0
Pharmaron Beijing Co., Ltd.	14.5
Pharmicell Co., Ltd.	27.4
Pharming Group NV	25.4
Pharvaris NV	34.1
Phathom Pharmaceuticals, Inc.	33.8
Phibro Animal Health Corp.	35.9
Photocure ASA	27.1
Piramal Pharma Ltd.	26.3
Pliant Therapeutics, Inc.	36.6
PMV Pharmaceuticals, Inc.	31.6
POINT Biopharma Global, Inc.	34.5
Polaris Group	30.1
Polynovo Ltd.	29.8
PolyPeptide Group AG	21.3
Porton Pharma Solutions Ltd.	33.0
Poseida Therapeutics, Inc.	27.4
Precigen, Inc.	30.6
Prelude Therapeutics, Inc.	28.2
Prestige Consumer Healthcare, Inc.	33.0
Prime Medicine, Inc.	27.7
Probi AB	28.1
Procter & Gamble Health Ltd.	32.8
ProKidney Corp.	27.8
Protagonist Therapeutics, Inc.	27.6
Protalix Biotherapeutics, Inc.	28.2
Prothena Corp. Plc	23.2
PT Industri Jamu dan Farmasi Sido Muncul Tbk	22.4
PT Kalbe Farma Tbk	33.3
PTC Therapeutics, Inc.	22.6
PureTech Health Plc	25.7
QIAGEN NV	13.4
Qingdao Haier Biomedical Co., Ltd.	17.9
Quanterix Corp.	25.4
Quantum-Si, Inc.	18.7
Rain Oncology, Inc.	27.5
Rapt Therapeutics, Inc.	26.6
Reata Pharmaceuticals, Inc.	26.0
Recordati SpA	24.4
Recursion Pharmaceuticals, Inc.	17.6
Regeneron Pharmaceuticals, Inc.	18.4
REGENXBIO, Inc.	28.9
Relay Therapeutics, Inc.	26.4
RemeGen Co., Ltd.	35.6
Reneo Pharmaceuticals, Inc.	35.7
Renhe Pharmacy Co., Ltd.	34.8
Repligen Corp.	15.9
Replimune Group, Inc.	27.5
Revance Therapeutics, Inc.	27.7
Revolution Medicines, Inc.	35.6
Revvity, Inc.	15.6
Rhythm Pharmaceuticals, Inc.	25.7
Rigel Pharmaceuticals, Inc.	26.2
Roche Holding AG	21.8
Rocket Pharmaceuticals, Inc.	28.8
Roivant Sciences Ltd.	27.5
Royalty Pharma Plc	26.7
Ryvu Therapeutics SA	22.8
SAGE Therapeutics, Inc.	22.3
SAM CHUN DANG PHARM Co., Ltd.	42.1
SAMSUNG BIOLOGICS Co., Ltd.	16.9
SAMSUNG PHARMACEUTICAL Co., Ltd.	44.0
Sana Biotechnology, Inc.	35.3
SanBio Co., Ltd.	41.7
Sandoz Group AG	23.5
Sangamo Therapeutics, Inc.	27.1
Saniona AB	36.1
Sanofi	18.8
Sanofi India Ltd.	24.7
Santen Pharmaceutical Co., Ltd.	24.5
Sarepta Therapeutics, Inc.	29.9
Sartorius AG	19.9
Sartorius Stedim Biotech SA	14.9
Saudi Pharmaceutical Industries & Medical Appliances Corp.	44.3
Savara, Inc.	25.8
Savior Lifetec Corp.	32.6
SAWAI GROUP HOLDINGS Co., Ltd.	34.2
Scholar Rock Holding Corp.	28.9
SciClone Pharmaceuticals (Holdings) Ltd.	31.2
ScinoPharm Taiwan Ltd.	27.2
scPharmaceuticals, Inc.	32.8
Seagen Inc.	24.6
Seer, Inc. (California)	27.0
Seikagaku Corp.	29.4
Selvita SA	31.1
Seres Therapeutics, Inc.	35.7
Shandong Boan Biotechnology Co., Ltd.	32.8
Shandong Buchang Pharmaceuticals Co., Ltd.	43.1
Shandong Lukang Pharmaceutical Co., Ltd.	36.4
Shandong Sinobioway Biomedicine Co., Ltd.	36.3
Shandong Wit Dyne Health Co., Ltd.	37.6
Shandong Xinhua Pharmaceutical Co., Ltd.	38.2
Shanghai Fosun Pharmaceutical (Group) Co., Ltd.	30.0
Shanghai Haohai Biological Technology Co., Ltd.	23.9
Shanghai Junshi Biosciences Co., Ltd.	34.4
Shanghai Kaibao Pharmaceutical Co., Ltd.	35.8
Shanghai Medicilon, Inc.	19.5
Shanghai RAAS Blood Products Co., Ltd.	29.9
Shanghai Shyndec Pharmaceutical Co., Ltd.	33.5
Shenyang Xingqi Pharmaceutical Co., Ltd.	31.9
Shenzhen Hepalink Pharmaceutical Group Co., Ltd.	36.0
Shenzhen Kangtai Biological Products Co., Ltd.	30.3
Shenzhen Neptunus Bioengineering Co., Ltd.	26.2
Shenzhen Salubris Pharmaceuticals Co., Ltd.	36.7
Shijiazhuang Yiling Pharmaceutical Co., Ltd.	36.1
Shin Nippon Biomedical Laboratories, Ltd.	18.8
Shinpoong Pharmaceutical Co., Ltd.	35.4
Shionogi & Co., Ltd.	23.1
Sichuan Kelun Pharmaceutical Co., Ltd.	37.0
Siegfried Holding AG	16.4
SIGA Technologies, Inc.	31.6
Sihuan Pharmaceutical Holdings Group Ltd.	29.6
SillaJen, Inc.	30.8
Simcere Pharmaceutical Group Ltd.	32.0
Sino Biological Inc.	34.6
Sino Biopharmaceutical Ltd.	30.4
Sirnaomics Ltd.	26.7
SK Biopharmaceuticals Co., Ltd.	28.5
SK bioscience Co., Ltd.	23.2
Springworks Therapeutics, Inc.	36.1
SSY Group Ltd.	38.0
ST Pharm Co., Ltd.	20.1
STADA Arzneimittel AG	18.1
Standard BioTools, Inc.	23.0
STCube, Inc.	34.1
Stoke Therapeutics, Inc.	25.2
Strides Pharma Science Ltd.	32.7
Sumitomo Pharma Co., Ltd.	24.5
Summit Therapeutics, Inc.	26.6
Sun Pharma Advanced Research Co. Ltd.	41.2
Sun Pharmaceutical Industries Ltd.	31.5
Sunflower Pharmaceutical Group Co., Ltd.	34.1
Supernus Pharmaceuticals, Inc.	32.0
Sutro Biopharma, Inc.	33.7
Suven Pharmaceuticals Ltd.	16.5
